,T,V,V_c,I,P,V_gen,Distancia,Mediciones p/s,Fecha,Periodo
228,0.27049025,328.2838034243766,0.001327,8.966216216216216e-08,0.501,,,,,
229,0.2481098,301.1211994899169,0.001514,1.0229729729729729e-07,0.501,,,,,
230,0.22199812,269.430191280824,0.001634,1.104054054054054e-07,0.501,,,,,
231,0.20020351,242.97880410866279,0.001619,1.093918918918919e-07,0.501,,,,,
232,0.18122651,219.94694463088905,0.001717,1.1601351351351352e-07,0.501,,,,,
233,0.15533103,188.51862825930976,0.00154,1.0405405405405405e-07,0.501,,,,,
234,0.13179983,159.95961485367187,0.001509,1.0195945945945946e-07,0.501,,,,,
235,0.11063291,134.26985741397544,0.001671,1.129054054054054e-07,0.501,,,,,
236,0.08927071,108.34322605351284,0.001702,1.15e-07,0.501,,,,,
237,0.06534895,79.3101928063426,0.001681,1.1358108108108108e-07,0.501,,,,,
238,0.0441611,53.595205313227325,0.001671,1.129054054054054e-07,0.501,,,,,
239,0.02535149,30.766704579447055,0.001566,1.0581081081081081e-07,0.501,,,,,
240,0.02406822,29.20937193774485,0.001436,9.702702702702703e-08,0.501,,,,,
241,0.02399848,29.124948790805927,0.001218,8.229729729729729e-08,0.501,,,,,
242,0.02526082,30.65696237908927,0.001265,8.547297297297297e-08,0.501,,,,,
243,0.07231625,87.76705593033972,0.000801,5.412162162162162e-08,0.501,,,,,
244,0.09367845,113.69381729080231,0.00064,4.3243243243243246e-08,0.501,,,,,
245,0.11745375,142.54940384739788,0.000354,2.3918918918918917e-08,0.501,,,,,
246,0.14099193,171.11678464973252,0.000489,3.304054054054054e-08,0.501,,,,,
247,0.15930637,193.3445328215721,0.000375,2.5337837837837838e-08,0.501,,,,,
248,0.18310259,222.22567629491508,-7.8e-05,-5.2702702702702705e-09,0.501,,,,,
249,0.20814024,252.61270657646548,0.000265,1.7905405405405404e-08,0.499,,,,,
